 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,3,1,3,1,15,0.326,1,0,0.609
2,1,0,2,0,35,1.672,0,0,1.672
3,1,0,2,0,16,0.794,0,0,0.794
4,3,1,3,1,80,1.335,1,0,2.214
5,1,0,2,0,6,0.351,0,0,0.351
6,4,2,2,6,75,1.103,2,0,2.082
7,1,0,2,0,80,4.115,0,0,4.115
8,1,0,2,0,4,0.213,0,0,0.213
9,1,0,2,0,35,1.972,0,0,1.972
10,1,0,2,0,2,0.163,0,0,0.163
11,1,0,2,0,14,0.779,0,0,0.779
12,13,6,8,12,236,1.002,6,0,2.925
13,1,0,2,0,10,0.521,0,0,0.521
14,3,1,3,1,44,0.749,1,0,0.879
15,1,0,2,0,12,0.641,0,0,0.641
16,1,0,2,0,6,0.386,0,0,0.386
17,2,1,1,3,20,0.547,1,0,0.623
18,5,2,4,4,159,1.599,2,0,4.743
19,1,0,2,0,6,0.386,0,0,0.386
20,1,0,2,0,59,2.975,0,0,2.975
21,3,1,3,3,80,1.364,1,0,3.110
22,1,0,2,0,52,2.519,0,0,2.519
23,1,0,2,0,12,0.694,0,0,0.694
24,1,0,2,0,12,0.623,0,0,0.623
25,1,0,2,0,17,0.854,0,0,0.854
26,1,0,2,0,19,0.974,0,0,0.974
27,1,0,2,0,6,0.386,0,0,0.386
28,1,0,2,0,0,0.043,0,0,0.043
29,1,0,2,0,47,2.570,0,0,2.570
30,4,1,4,4,98,1.278,0,1,1.873
31,1,0,2,0,15,0.874,0,0,0.874
32,1,0,2,0,12,0.659,0,0,0.659
33,1,0,2,0,3,0.205,0,0,0.205
34,9,4,6,8,109,0.698,4,0,1.388
35,1,0,2,0,34,1.753,0,0,1.753
36,5,2,4,4,126,1.336,2,0,3.158
37,5,2,4,4,123,1.282,2,0,3.135
38,3,1,3,3,36,0.664,1,0,0.822
39,1,0,2,0,5,0.290,0,0,0.290
40,5,2,4,2,110,1.137,2,0,3.659
41,3,1,3,3,81,1.448,1,0,2.825
42,1,0,2,0,3,0.223,0,0,0.223
43,1,0,2,0,7,0.428,0,0,0.428
44,4,2,2,4,127,1.657,2,0,3.113
45,1,0,2,0,5,0.326,0,0,0.326
46,3,1,3,1,81,1.338,1,0,1.778
47,1,0,2,0,2,0.163,0,0,0.163
48,1,0,2,0,19,1.045,0,0,1.045
49,1,0,2,0,10,0.591,0,0,0.591
50,7,3,5,7,63,0.495,3,0,1.502
51,8,4,4,10,112,0.789,4,0,2.246
52,1,0,2,0,0,0.060,0,0,0.060
53,1,0,2,0,25,1.229,0,0,1.229
54,1,0,2,0,18,0.861,0,0,0.861
55,1,0,2,0,74,3.736,0,0,3.736
56,1,0,2,0,3,0.188,0,0,0.188
57,0,0,1,0,0,0.000,0,0,0.000
58,5,2,4,4,135,1.405,2,0,2.259
59,1,0,2,0,11,0.599,0,0,0.599
60,1,0,2,0,2,0.145,0,0,0.145
61,5,2,4,2,169,1.685,2,0,3.245
62,1,0,2,0,0,0.060,0,0,0.060
63,3,1,3,1,59,1.014,1,0,1.272
64,1,0,2,0,9,0.478,0,0,0.478
65,1,0,2,0,0,0.060,0,0,0.060
66,2,1,1,1,119,2.975,1,0,3.751
67,1,0,2,0,29,1.558,0,0,1.558
68,7,3,5,7,237,1.751,3,0,3.999
69,3,1,3,3,43,0.822,1,0,0.992
70,1,0,2,0,40,1.955,0,0,1.955
71,1,0,2,0,11,0.546,0,0,0.546
72,2,1,1,1,20,0.552,1,0,0.712
73,3,1,3,1,135,2.309,1,0,3.842
74,5,2,4,2,40,0.436,2,0,0.921
75,1,0,2,0,6,0.298,0,0,0.298
76,1,0,2,0,32,1.597,0,0,1.597
77,1,0,2,0,42,2.023,0,0,2.023
78,1,0,2,0,4,0.283,0,0,0.283
79,1,0,2,0,5,0.290,0,0,0.290
80,1,0,2,0,16,0.882,0,0,0.882
81,1,0,2,0,5,0.290,0,0,0.290
82,1,0,2,0,3,0.188,0,0,0.188
83,1,0,2,0,10,0.503,0,0,0.503
84,1,0,2,0,11,0.651,0,0,0.651
85,1,0,2,0,12,0.676,0,0,0.676
86,3,1,3,1,32,0.561,1,0,0.673
87,1,0,2,0,4,0.283,0,0,0.283
88,1,0,2,0,29,1.452,0,0,1.452
89,3,1,3,3,43,0.822,1,0,1.508
90,1,0,2,0,10,0.609,0,0,0.609
91,1,0,2,0,21,1.059,0,0,1.059
92,1,0,2,0,17,0.907,0,0,0.907
93,3,1,3,1,53,0.964,1,0,1.565
94,1,0,2,0,15,0.804,0,0,0.804
95,5,2,4,2,132,1.359,2,0,3.581
96,1,0,2,0,1,0.120,0,0,0.120
97,1,0,2,0,29,1.364,0,0,1.364
98,1,0,2,0,23,1.091,0,0,1.091
99,1,0,2,0,0,0.060,0,0,0.060
100,1,0,2,0,23,1.285,0,0,1.285
101,1,0,2,0,14,0.691,0,0,0.691
102,5,2,4,2,48,0.518,2,0,0.914
103,9,4,6,8,243,1.425,4,0,3.631
104,3,1,3,3,68,1.152,1,0,1.870
105,11,5,7,9,212,1.012,5,0,2.079
106,1,0,2,0,40,2.167,0,0,2.167
107,1,0,2,0,17,0.907,0,0,0.907
108,1,0,2,0,73,3.500,0,0,3.500
109,1,0,2,0,41,2.209,0,0,2.209
110,1,0,2,0,55,2.822,0,0,2.822
111,1,0,2,0,4,0.248,0,0,0.248
112,0,0,1,0,0,0.000,0,0,0.000
113,4,2,2,2,25,0.357,2,0,0.538
