 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,3,1,3,3,142,2.507,1,0,5.708
2,1,0,2,0,59,3.151,0,0,3.151
3,3,1,3,1,28,0.533,1,0,0.609
4,1,0,2,0,37,2.163,0,0,2.163
5,1,0,2,0,78,4.118,0,0,4.118
6,1,0,2,0,46,2.334,0,0,2.334
7,1,0,2,0,0,0.060,0,0,0.060
8,1,0,2,0,10,0.644,0,0,0.644
9,3,1,3,1,64,1.097,1,0,1.630
10,1,0,2,0,2,0.163,0,0,0.163
11,3,1,3,1,46,0.824,1,0,1.140
12,1,0,2,0,5,0.326,0,0,0.326
13,3,1,3,3,83,1.477,1,0,1.838
14,1,0,2,0,51,2.617,0,0,2.617
15,1,0,2,0,8,0.418,0,0,0.418
16,1,0,2,0,26,1.413,0,0,1.413
17,1,0,2,0,15,0.769,0,0,0.769
18,5,2,4,6,84,0.900,2,0,2.181
19,7,3,5,7,96,0.741,3,0,1.881
20,1,0,2,0,14,0.726,0,0,0.726
21,3,1,3,1,88,1.396,1,0,1.895
22,1,0,2,0,14,0.673,0,0,0.673
23,1,0,2,0,32,1.562,0,0,1.562
24,4,1,4,6,65,0.896,0,1,1.981
25,1,0,2,0,35,1.848,0,0,1.848
26,1,0,2,0,52,2.801,0,0,2.801
27,1,0,2,0,48,2.437,0,0,2.437
28,3,1,3,1,184,2.992,1,0,3.886
29,1,0,2,0,69,3.506,0,0,3.506
30,3,1,3,1,69,1.127,1,0,1.169
31,1,0,2,0,8,0.436,0,0,0.436
32,1,0,2,0,10,0.486,0,0,0.486
33,1,0,2,0,5,0.361,0,0,0.361
34,1,0,2,0,2,0.145,0,0,0.145
35,1,0,2,0,32,1.650,0,0,1.650
36,1,0,2,0,79,3.808,0,0,3.808
37,1,0,2,0,16,0.776,0,0,0.776
38,1,0,2,0,39,1.878,0,0,1.878
39,1,0,2,0,17,0.801,0,0,0.801
40,1,0,2,0,20,0.964,0,0,0.964
41,15,7,9,13,342,1.200,7,0,4.612
42,1,0,2,0,62,3.103,0,0,3.103
43,12,6,6,14,213,0.958,6,0,3.591
44,1,0,2,0,21,1.112,0,0,1.112
45,1,0,2,0,1,0.103,0,0,0.103
46,1,0,2,0,27,1.314,0,0,1.314
47,3,1,3,1,114,1.817,1,0,4.390
48,1,0,2,0,93,4.597,0,0,4.597
49,1,0,2,0,32,1.756,0,0,1.756
50,1,0,2,0,54,2.815,0,0,2.815
51,1,0,2,0,50,2.575,0,0,2.575
52,6,3,3,5,92,0.862,3,0,1.423
53,9,4,6,8,251,1.442,4,0,3.985
54,1,0,2,0,90,4.664,0,0,4.664
55,1,0,2,0,21,1.182,0,0,1.182
56,1,0,2,0,32,1.721,0,0,1.721
57,1,0,2,0,87,4.518,0,0,4.518
58,1,0,2,0,30,1.618,0,0,1.618
59,1,0,2,0,24,1.151,0,0,1.151
60,1,0,2,0,32,1.474,0,0,1.474
61,1,0,2,0,3,0.170,0,0,0.170
62,3,1,3,1,87,1.399,1,0,2.190
63,3,1,3,3,110,1.954,1,0,2.592
64,1,0,2,0,2,0.145,0,0,0.145
65,1,0,2,0,100,4.913,0,0,4.913
66,1,0,2,0,11,0.581,0,0,0.581
67,0,0,1,0,0,0.000,0,0,0.000
68,1,0,2,0,62,3.067,0,0,3.067
69,1,0,2,0,22,1.119,0,0,1.119
70,1,0,2,0,79,3.702,0,0,3.702
71,1,0,2,0,51,2.494,0,0,2.494
72,3,1,3,1,64,1.132,1,0,2.071
73,1,0,2,0,7,0.411,0,0,0.411
74,1,0,2,0,20,0.946,0,0,0.946
75,3,1,3,1,51,0.889,1,0,1.317
76,1,0,2,0,27,1.455,0,0,1.455
77,1,0,2,0,3,0.205,0,0,0.205
78,1,0,2,0,7,0.428,0,0,0.428
79,1,0,2,0,14,0.779,0,0,0.779
80,5,2,4,2,93,1.003,2,0,1.735
81,3,1,3,3,49,0.889,1,0,1.385
82,1,0,2,0,4,0.283,0,0,0.283
83,1,0,2,0,9,0.549,0,0,0.549
84,1,0,2,0,15,0.874,0,0,0.874
85,1,0,2,0,34,1.876,0,0,1.876
86,3,1,3,1,97,1.641,1,0,2.196
87,3,1,3,1,43,0.770,1,0,0.949
88,6,3,3,3,124,1.136,3,0,2.390
89,1,0,2,0,21,1.059,0,0,1.059
90,1,0,2,0,51,2.723,0,0,2.723
91,1,0,2,0,10,0.538,0,0,0.538
92,1,0,2,0,12,0.712,0,0,0.712
93,1,0,2,0,4,0.266,0,0,0.266
94,1,0,2,0,15,0.892,0,0,0.892
95,7,3,5,5,148,1.155,3,0,2.880
96,1,0,2,0,2,0.163,0,0,0.163
97,1,0,2,0,38,1.853,0,0,1.853
98,1,0,2,0,6,0.368,0,0,0.368
99,1,0,2,0,39,2.019,0,0,2.019
100,1,0,2,0,21,1.077,0,0,1.077
101,1,0,2,0,47,2.429,0,0,2.429
102,3,1,3,3,59,1.042,1,0,1.410
103,1,0,2,0,60,3.070,0,0,3.070
104,3,1,3,1,149,2.484,1,0,4.102
105,1,0,2,0,5,0.255,0,0,0.255
106,1,0,2,0,34,1.718,0,0,1.718
107,3,1,3,1,92,1.617,1,0,3.282
108,16,8,8,12,374,1.223,8,0,3.836
109,4,1,4,2,120,1.560,0,1,3.974
110,1,0,2,0,1,0.120,0,0,0.120
111,1,0,2,0,23,1.179,0,0,1.179
112,3,1,3,3,32,0.607,1,0,1.069
113,1,0,2,0,133,6.880,0,0,6.880
114,7,3,5,5,122,0.924,3,0,1.523
115,1,0,2,0,89,4.480,0,0,4.480
116,1,0,2,0,22,1.137,0,0,1.137
117,1,0,2,0,16,0.917,0,0,0.917
118,1,0,2,0,36,1.785,0,0,1.785
119,1,0,2,0,82,4.270,0,0,4.270
120,1,0,2,0,4,0.266,0,0,0.266
121,1,0,2,0,16,0.846,0,0,0.846
122,1,0,2,0,26,1.289,0,0,1.289
