 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.474,255.000,255,255,2.599,0.871,0.693,88.737,0.882,1.256,0.796,0.926,368,140
2,0.251,255.000,255,255,1.884,0.649,0.494,139.193,0.891,1.314,0.761,0.908,86,149
3,0.431,255.000,255,255,2.645,0.902,0.608,86.956,0.773,1.484,0.674,0.903,34,151
4,0.389,255.000,255,255,2.344,0.737,0.672,149.092,0.889,1.098,0.911,0.923,272,189
5,1.418,255.000,255,255,6.043,2.592,0.697,130.801,0.488,3.719,0.269,0.861,186,192
6,1.100,255.000,255,255,5.159,1.902,0.736,53.056,0.519,2.584,0.387,0.793,371,200
7,0.778,255.000,255,255,3.616,1.354,0.732,3.977,0.748,1.850,0.540,0.909,333,206
8,0.731,255.000,255,255,3.400,1.297,0.718,101.627,0.794,1.807,0.553,0.932,106,214
9,1.898,255.000,255,255,9.321,2.549,0.948,5.794,0.275,2.690,0.372,0.520,395,219
10,1.326,255.000,255,255,5.616,2.287,0.738,142.731,0.528,3.096,0.323,0.804,134,239
11,0.507,255.000,255,255,2.595,0.824,0.783,78.519,0.945,1.052,0.951,0.936,258,246
12,0.204,255.000,255,255,1.714,0.659,0.395,132.294,0.875,1.667,0.600,0.908,217,264
13,1.060,255.000,255,255,4.908,2.022,0.668,21.568,0.553,3.028,0.330,0.874,460,266
14,0.219,255.000,255,255,1.753,0.636,0.438,26.959,0.895,1.450,0.690,0.938,520,268
15,0.534,255.000,255,255,4.323,1.291,0.526,51.842,0.359,2.453,0.408,0.626,332,273
16,0.863,255.000,255,255,4.352,1.604,0.685,84.913,0.572,2.343,0.427,0.833,242,276
17,0.288,255.000,255,255,2.004,0.686,0.534,11.636,0.900,1.284,0.779,0.914,408,280
18,0.541,255.000,255,255,3.265,1.144,0.602,170.172,0.638,1.901,0.526,0.827,256,281
19,1.011,255.000,255,255,6.271,1.508,0.854,30.663,0.323,1.766,0.566,0.575,447,303
20,0.418,255.000,255,255,2.514,0.990,0.538,106.727,0.831,1.841,0.543,0.937,259,309
21,4.292,255.000,255,255,19.886,3.010,1.815,94.370,0.136,1.658,0.603,0.634,389,316
22,0.487,255.000,255,255,2.645,0.921,0.673,66.042,0.874,1.369,0.730,0.934,529,321
23,1.623,240.217,0,255,6.997,1.893,1.091,13.462,0.417,1.734,0.577,0.728,225,323
24,0.769,255.000,255,255,3.838,1.556,0.629,53.857,0.656,2.472,0.404,0.866,338,327
25,5.627,255.000,255,255,28.077,3.905,1.835,62.012,0.090,2.128,0.470,0.426,284,340
26,0.548,255.000,255,255,3.361,1.337,0.522,87.073,0.610,2.561,0.391,0.876,192,348
27,0.422,255.000,255,255,2.394,0.779,0.689,87.241,0.924,1.131,0.884,0.938,529,360
28,0.223,255.000,255,255,1.703,0.562,0.504,179.627,0.964,1.116,0.896,0.928,161,363
29,1.677,255.000,255,255,8.842,1.753,1.218,117.379,0.270,1.440,0.695,0.677,309,365
30,0.414,255.000,255,255,3.657,1.164,0.453,177.413,0.389,2.569,0.389,0.679,432,374
31,0.271,255.000,255,255,2.043,0.659,0.524,4.495,0.817,1.258,0.795,0.909,195,387
32,0.342,255.000,255,255,2.284,0.812,0.536,75.547,0.824,1.514,0.660,0.898,130,398
33,2.831,255.000,255,255,15.416,2.251,1.602,1.069,0.150,1.405,0.712,0.462,498,399
34,0.385,255.000,255,255,2.319,0.820,0.598,48.591,0.900,1.371,0.729,0.934,165,403
35,0.275,255.000,255,255,2.079,0.829,0.423,70.566,0.800,1.961,0.510,0.905,390,409
36,2.953,255.000,255,255,15.152,3.862,0.973,54.228,0.162,3.968,0.252,0.486,317,418
37,0.244,255.000,255,255,1.823,0.639,0.486,1.049,0.923,1.315,0.761,0.915,356,421
38,2.569,255.000,255,255,13.700,3.794,0.862,179.546,0.172,4.400,0.227,0.494,412,436
39,0.519,255.000,255,255,2.770,1.007,0.656,109.932,0.851,1.534,0.652,0.935,88,441
40,1.411,255.000,255,255,7.193,1.931,0.931,139.184,0.343,2.075,0.482,0.573,147,442
41,1.279,255.000,255,255,7.143,2.208,0.738,170.624,0.315,2.994,0.334,0.610,503,463
42,0.602,255.000,255,255,3.361,1.416,0.542,107.592,0.670,2.613,0.383,0.915,126,468
43,3.244,254.858,0,255,15.893,2.903,1.423,65.539,0.161,2.040,0.490,0.556,433,474
44,1.198,255.000,255,255,7.157,2.671,0.571,20.020,0.294,4.679,0.214,0.620,377,484
45,0.669,255.000,255,255,4.263,1.654,0.515,26.907,0.463,3.209,0.312,0.791,412,489
46,0.794,255.000,255,255,4.707,1.922,0.526,90.313,0.450,3.652,0.274,0.826,193,491
47,0.282,255.000,255,255,2.404,0.898,0.400,155.153,0.614,2.242,0.446,0.800,475,491
48,0.727,255.000,255,255,4.655,2.088,0.444,37.613,0.422,4.708,0.212,0.749,155,505
49,0.867,255.000,255,255,4.728,2.021,0.546,102.976,0.487,3.701,0.270,0.790,234,508
50,1.581,255.000,255,255,8.535,2.850,0.707,100.714,0.273,4.033,0.248,0.703,176,521
51,1.004,255.000,255,255,4.798,1.533,0.834,114.442,0.548,1.839,0.544,0.764,148,531
52,0.271,255.000,255,255,1.909,0.700,0.494,170.415,0.936,1.418,0.705,0.935,111,538
53,0.239,255.000,255,255,2.861,0.567,0.537,68.330,0.367,1.056,0.947,0.746,303,540
54,0.706,255.000,255,255,3.502,1.281,0.701,139.755,0.723,1.828,0.547,0.872,228,551
55,2.334,255.000,255,255,10.420,4.132,0.719,53.879,0.270,5.746,0.174,0.637,567,556
56,1.151,255.000,255,255,5.705,2.201,0.666,98.527,0.444,3.306,0.302,0.749,442,564
57,0.299,255.000,255,255,2.054,0.730,0.521,41.939,0.889,1.400,0.714,0.919,141,581
58,1.668,255.000,255,255,7.657,3.347,0.634,102.268,0.358,5.276,0.190,0.724,256,581
59,0.841,255.000,255,255,4.016,1.625,0.659,77.923,0.655,2.465,0.406,0.889,105,587
60,1.257,255.000,255,255,6.226,1.745,0.918,32.387,0.408,1.901,0.526,0.660,496,594
61,0.398,255.000,255,255,2.469,0.963,0.526,87.166,0.821,1.829,0.547,0.957,167,614
62,1.777,255.000,255,255,7.394,1.914,1.182,9.449,0.408,1.620,0.617,0.767,188,616
63,1.245,255.000,255,255,6.912,1.521,1.042,9.542,0.327,1.460,0.685,0.565,436,637
64,0.849,255.000,255,255,4.873,1.650,0.655,173.702,0.449,2.519,0.397,0.713,492,637
65,1.019,255.000,255,255,5.104,2.286,0.567,18.210,0.491,4.031,0.248,0.866,566,644
66,2.672,251.892,0,255,11.561,2.144,1.587,179.219,0.251,1.351,0.740,0.654,326,659
67,1.024,255.000,255,255,5.074,1.961,0.665,104.813,0.500,2.950,0.339,0.858,174,668
68,0.271,255.000,255,255,1.958,0.694,0.498,33.473,0.889,1.392,0.718,0.929,154,670
69,0.315,255.000,255,255,2.429,1.018,0.394,117.921,0.670,2.587,0.387,0.892,186,670
70,0.333,255.000,255,255,2.124,0.674,0.629,60.033,0.927,1.073,0.932,0.920,445,680
71,0.344,255.000,255,255,2.164,0.697,0.628,35.096,0.923,1.111,0.900,0.943,462,682
72,0.270,255.000,255,255,2.039,0.725,0.473,26.516,0.815,1.532,0.653,0.871,118,686
73,2.457,255.000,255,255,11.991,2.598,1.204,138.915,0.215,2.158,0.463,0.534,368,688
74,3.278,255.000,255,255,14.466,2.474,1.687,27.432,0.197,1.466,0.682,0.645,217,697
75,1.339,255.000,255,255,7.234,2.167,0.787,102.144,0.322,2.755,0.363,0.652,428,698
76,0.295,255.000,255,255,2.309,0.850,0.442,86.750,0.695,1.925,0.519,0.851,394,701
77,0.206,255.000,255,255,1.668,0.529,0.496,99.362,0.932,1.066,0.938,0.923,304,724
78,1.724,255.000,255,255,8.066,3.449,0.636,35.996,0.333,5.419,0.185,0.756,332,736
79,2.642,255.000,255,255,12.654,2.002,1.680,113.870,0.207,1.192,0.839,0.614,353,738
80,0.865,255.000,255,255,4.188,1.732,0.636,129.136,0.620,2.723,0.367,0.828,414,743
81,2.319,255.000,255,255,9.628,3.805,0.776,109.563,0.314,4.904,0.204,0.731,470,755
82,0.449,255.000,255,255,2.890,1.105,0.517,79.456,0.675,2.138,0.468,0.878,396,756
83,0.425,255.000,255,255,2.514,0.877,0.617,178.619,0.845,1.422,0.703,0.916,127,772
84,1.634,255.000,255,255,7.153,2.481,0.838,104.419,0.401,2.959,0.338,0.719,231,773
85,1.140,255.000,255,255,5.811,1.611,0.901,161.923,0.424,1.789,0.559,0.718,168,779
86,0.360,255.000,255,255,2.290,0.783,0.585,34.360,0.863,1.339,0.747,0.900,109,789
87,1.049,255.000,255,255,4.744,2.050,0.652,122.431,0.586,3.146,0.318,0.875,448,799
88,0.333,255.000,255,255,2.489,1.021,0.415,20.402,0.675,2.458,0.407,0.876,329,804
89,0.604,255.000,255,255,3.236,1.227,0.627,152.033,0.725,1.958,0.511,0.869,403,817
90,0.809,255.000,255,255,3.716,1.463,0.704,2.771,0.736,2.079,0.481,0.914,321,827
91,0.398,255.000,255,255,2.514,0.927,0.547,93.548,0.791,1.697,0.589,0.911,305,844
92,1.127,255.000,255,255,4.998,2.040,0.704,82.256,0.567,2.899,0.345,0.855,376,846
93,0.208,239.478,0,255,1.859,0.675,0.393,103.364,0.757,1.718,0.582,0.846,248,869
94,0.204,255.000,255,255,2.199,0.769,0.339,99.921,0.531,2.271,0.440,0.758,307,877
95,3.675,255.000,255,255,13.712,5.014,0.933,134.397,0.246,5.373,0.186,0.598,447,1028
96,0.630,255.000,255,255,3.070,1.130,0.709,87.766,0.839,1.593,0.628,0.937,486,1153
97,1.158,255.000,255,255,5.180,1.713,0.861,76.779,0.542,1.990,0.502,0.751,533,1164
