 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.371,255.000,255,255,2.670,1.082,0.436,68.578,0.654,2.481,0.403,0.861,409,59
2,1.637,255.000,255,255,9.910,1.549,1.346,29.480,0.210,1.152,0.868,0.432,431,72
3,0.402,255.000,255,255,2.390,0.834,0.613,178.992,0.884,1.361,0.735,0.919,475,72
4,4.131,254.442,0,255,23.162,2.896,1.816,159.928,0.097,1.595,0.627,0.477,381,91
5,0.516,255.000,255,255,2.925,1.141,0.576,77.776,0.757,1.981,0.505,0.903,305,108
6,0.387,255.000,255,255,2.915,1.303,0.378,168.382,0.573,3.444,0.290,0.853,479,124
7,1.876,255.000,255,255,9.839,1.962,1.217,115.675,0.244,1.612,0.620,0.497,519,127
8,0.678,255.000,255,255,3.666,1.527,0.566,170.783,0.634,2.698,0.371,0.894,536,130
9,0.356,253.706,0,255,3.081,0.884,0.514,46.341,0.472,1.721,0.581,0.695,239,138
10,0.221,255.000,255,255,1.714,0.580,0.485,167.302,0.945,1.196,0.836,0.910,537,158
11,0.356,255.000,255,255,2.475,0.969,0.468,35.913,0.731,2.068,0.484,0.874,296,167
12,1.321,255.000,255,255,7.979,2.063,0.815,126.497,0.261,2.532,0.395,0.498,348,167
13,2.283,255.000,255,255,9.769,3.375,0.861,32.765,0.301,3.919,0.255,0.595,324,188
14,3.302,255.000,255,255,16.636,2.687,1.565,49.294,0.150,1.717,0.582,0.458,431,189
15,0.458,255.000,255,255,2.975,1.153,0.506,97.917,0.650,2.281,0.438,0.839,477,192
16,0.832,255.000,255,255,3.867,1.194,0.888,103.059,0.699,1.345,0.744,0.880,591,194
17,0.217,255.000,255,255,1.823,0.732,0.378,41.433,0.821,1.939,0.516,0.899,554,201
18,0.422,255.000,255,255,3.707,0.879,0.611,161.101,0.385,1.439,0.695,0.642,402,210
19,0.403,255.000,255,255,2.680,0.935,0.549,4.415,0.706,1.703,0.587,0.848,367,221
20,0.534,255.000,255,255,3.666,1.547,0.439,82.821,0.499,3.520,0.284,0.826,332,224
