 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.671,255.000,255,255,3.747,1.548,0.552,68.837,0.601,2.804,0.357,0.857,446,22
2,0.391,255.000,255,255,3.456,1.267,0.393,119.848,0.411,3.226,0.310,0.658,142,49
3,0.854,255.000,255,255,3.998,1.307,0.832,19.639,0.672,1.571,0.636,0.827,339,49
4,0.747,255.000,255,255,4.072,1.743,0.546,27.450,0.566,3.193,0.313,0.868,95,50
5,0.367,255.000,255,255,2.224,0.733,0.638,95.910,0.933,1.148,0.871,0.942,299,53
6,1.724,255.000,255,255,9.862,1.795,1.223,114.653,0.223,1.468,0.681,0.498,118,56
7,2.614,255.000,255,255,13.518,2.759,1.207,157.465,0.180,2.287,0.437,0.489,408,58
8,1.183,255.000,255,255,6.576,2.278,0.661,175.385,0.344,3.446,0.290,0.695,358,60
9,4.197,255.000,255,255,24.924,3.302,1.618,42.242,0.085,2.040,0.490,0.352,187,69
10,0.253,255.000,255,255,2.089,0.619,0.521,104.686,0.729,1.190,0.840,0.831,160,76
11,0.235,255.000,255,255,1.774,0.620,0.483,32.268,0.940,1.284,0.779,0.915,148,80
12,0.297,255.000,255,255,2.068,0.833,0.454,4.786,0.872,1.835,0.545,0.956,346,81
13,1.473,255.000,255,255,6.767,2.622,0.715,178.600,0.404,3.666,0.273,0.708,612,83
14,1.420,255.000,255,255,8.060,1.414,1.279,47.449,0.275,1.106,0.904,0.580,426,87
15,0.474,255.000,255,255,3.191,1.361,0.444,22.650,0.585,3.067,0.326,0.876,454,89
16,0.288,255.000,255,255,2.199,0.885,0.414,61.515,0.748,2.137,0.468,0.906,496,111
17,2.982,255.000,255,255,15.123,2.692,1.410,116.640,0.164,1.909,0.524,0.465,351,117
18,0.953,255.000,255,255,5.745,1.501,0.809,26.868,0.363,1.857,0.539,0.692,557,123
19,1.625,247.901,0,255,7.661,1.937,1.068,139.590,0.348,1.813,0.552,0.628,226,125
20,1.277,246.331,0,255,7.012,1.563,1.041,140.168,0.326,1.502,0.666,0.729,91,133
21,0.275,255.000,255,255,2.705,1.149,0.305,151.962,0.472,3.772,0.265,0.762,442,137
22,0.581,255.000,255,255,3.467,1.186,0.624,98.764,0.607,1.901,0.526,0.795,488,138
23,0.512,255.000,255,255,3.375,1.437,0.454,91.470,0.565,3.169,0.316,0.835,66,143
24,0.338,255.000,255,255,2.595,1.099,0.392,147.795,0.631,2.803,0.357,0.848,331,160
25,2.110,255.000,255,255,11.221,2.946,0.912,149.356,0.211,3.231,0.310,0.583,284,161
26,0.257,255.000,255,255,2.324,1.052,0.311,171.743,0.598,3.381,0.296,0.869,147,164
27,0.613,255.000,255,255,3.396,1.346,0.580,102.724,0.668,2.322,0.431,0.893,564,165
28,0.255,255.000,255,255,2.253,1.007,0.323,174.418,0.631,3.119,0.321,0.916,203,167
29,1.102,255.000,255,255,7.784,2.036,0.689,169.320,0.229,2.955,0.338,0.561,122,168
30,0.382,255.000,255,255,2.935,0.770,0.632,76.781,0.557,1.219,0.821,0.756,465,168
31,0.555,255.000,255,255,3.151,1.228,0.576,112.503,0.703,2.134,0.469,0.887,36,171
32,1.303,255.000,255,255,9.783,1.689,0.982,27.621,0.171,1.719,0.582,0.495,520,172
33,1.008,255.000,255,255,6.226,1.748,0.734,43.307,0.327,2.380,0.420,0.645,444,188
34,0.903,255.000,255,255,4.398,1.342,0.856,171.981,0.587,1.568,0.638,0.810,96,193
35,0.262,255.000,255,255,2.209,0.831,0.402,142.016,0.675,2.067,0.484,0.826,469,194
36,0.317,255.000,255,255,2.556,1.154,0.349,50.346,0.609,3.304,0.303,0.884,309,195
37,0.279,255.000,255,255,1.969,0.758,0.468,162.215,0.903,1.619,0.617,0.931,193,197
38,1.690,255.000,255,255,8.010,3.412,0.631,150.963,0.331,5.412,0.185,0.705,623,201
39,4.433,248.859,0,255,23.857,3.142,1.796,12.202,0.098,1.750,0.572,0.338,241,203
40,0.213,250.678,0,255,2.074,0.914,0.297,43.995,0.623,3.076,0.325,0.837,545,204
41,5.013,245.706,0,255,24.594,6.187,1.032,170.705,0.104,5.997,0.167,0.420,359,212
42,1.355,255.000,255,255,7.163,1.534,1.125,72.303,0.332,1.364,0.733,0.697,290,220
43,0.568,255.000,255,255,3.772,1.311,0.552,145.374,0.502,2.375,0.421,0.746,121,226
44,0.608,255.000,255,255,4.900,2.010,0.385,47.163,0.318,5.218,0.192,0.684,388,242
45,0.250,255.000,255,255,2.324,0.883,0.360,98.442,0.581,2.451,0.408,0.836,188,246
46,0.449,255.000,255,255,2.740,0.965,0.592,3.111,0.751,1.630,0.614,0.875,238,250
47,0.212,255.000,255,255,1.678,0.547,0.493,57.380,0.944,1.110,0.901,0.914,432,250
48,1.762,255.000,255,255,8.915,3.504,0.640,172.565,0.279,5.473,0.183,0.636,90,251
49,0.284,255.000,255,255,2.780,1.116,0.324,177.723,0.462,3.442,0.291,0.751,341,251
50,0.308,255.000,255,255,2.245,0.925,0.423,150.391,0.767,2.185,0.458,0.904,204,262
51,6.050,236.394,0,255,27.808,3.391,2.272,22.301,0.098,1.493,0.670,0.408,295,266
52,0.226,255.000,255,255,2.245,0.923,0.312,122.652,0.564,2.956,0.338,0.758,435,268
53,0.496,255.000,255,255,3.085,1.164,0.542,4.755,0.655,2.148,0.466,0.891,187,278
54,0.213,255.000,255,255,1.753,0.605,0.449,25.234,0.873,1.346,0.743,0.911,504,281
55,3.758,255.000,255,255,23.059,3.689,1.297,17.160,0.089,2.845,0.352,0.388,176,291
56,3.628,255.000,255,255,18.357,4.188,1.103,37.619,0.135,3.797,0.263,0.365,427,294
57,5.285,255.000,255,255,28.870,5.120,1.314,165.282,0.080,3.895,0.257,0.325,499,296
58,1.077,255.000,255,255,7.479,1.207,1.135,156.806,0.242,1.063,0.941,0.652,318,310
59,0.226,255.000,255,255,1.834,0.668,0.431,168.214,0.845,1.550,0.645,0.899,655,315
60,1.216,255.000,255,255,7.338,3.164,0.489,113.518,0.284,6.467,0.155,0.658,452,331
61,0.239,255.000,255,255,1.884,0.588,0.517,160.528,0.846,1.136,0.881,0.895,77,340
62,4.373,248.670,0,255,23.751,3.888,1.432,0.357,0.097,2.715,0.368,0.359,332,343
63,0.251,255.000,255,255,1.838,0.603,0.531,129.092,0.935,1.135,0.881,0.942,523,343
64,0.266,255.000,255,255,2.269,0.902,0.376,121.400,0.649,2.400,0.417,0.824,566,356
65,4.534,254.898,0,255,28.810,2.999,1.925,106.430,0.069,1.558,0.642,0.315,170,357
66,3.606,255.000,255,255,17.452,4.756,0.965,140.022,0.149,4.928,0.203,0.558,510,359
67,0.507,255.000,255,255,3.732,1.005,0.642,11.253,0.457,1.566,0.639,0.692,526,360
68,4.409,255.000,255,255,24.123,4.332,1.296,81.093,0.095,3.343,0.299,0.355,400,370
69,0.726,255.000,255,255,4.719,2.059,0.449,143.972,0.409,4.590,0.218,0.767,592,378
70,1.304,255.000,255,255,8.236,3.342,0.497,137.181,0.242,6.726,0.149,0.604,574,381
71,1.681,255.000,255,255,9.742,3.343,0.640,104.006,0.223,5.221,0.192,0.544,485,400
72,0.887,255.000,255,255,5.421,2.031,0.556,61.784,0.379,3.654,0.274,0.743,263,406
73,0.248,255.000,255,255,1.823,0.636,0.496,38.138,0.937,1.283,0.780,0.929,316,406
74,0.440,255.000,255,255,3.406,1.160,0.482,12.741,0.476,2.406,0.416,0.697,436,419
75,0.356,255.000,255,255,2.730,1.161,0.391,65.324,0.601,2.970,0.337,0.840,284,427
76,0.695,255.000,255,255,3.396,1.337,0.662,166.051,0.757,2.021,0.495,0.910,737,431
77,0.655,255.000,255,255,4.994,1.915,0.435,174.675,0.330,4.398,0.227,0.677,347,432
78,0.756,255.000,255,255,4.489,1.695,0.568,28.378,0.472,2.984,0.335,0.750,595,463
79,1.361,255.000,255,255,5.842,2.461,0.704,135.624,0.501,3.497,0.286,0.827,693,463
80,0.970,255.000,255,255,6.251,1.457,0.848,125.776,0.312,1.718,0.582,0.555,198,465
81,1.856,255.000,255,255,9.223,3.550,0.666,125.594,0.274,5.331,0.188,0.749,608,465
82,0.244,255.000,255,255,2.004,0.773,0.402,151.267,0.764,1.922,0.520,0.900,590,485
83,1.681,255.000,255,255,8.790,3.070,0.697,80.457,0.273,4.403,0.227,0.649,186,490
84,0.852,255.000,255,255,5.485,1.833,0.592,179.462,0.356,3.097,0.323,0.681,662,565
85,0.262,255.000,255,255,2.911,0.989,0.338,56.000,0.389,2.926,0.342,0.639,601,580
86,0.210,255.000,255,255,1.859,0.701,0.381,28.470,0.763,1.841,0.543,0.853,602,601
