 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,0,0.060,0,0,0.060
2,1,0,2,0,18,0.879,0,0,0.879
3,1,0,2,0,5,0.361,0,0,0.361
4,1,0,2,0,2,0.163,0,0,0.163
5,1,0,2,0,0,0.043,0,0,0.043
6,1,0,2,0,25,1.282,0,0,1.282
7,1,0,2,0,0,0.060,0,0,0.060
8,1,0,2,0,8,0.453,0,0,0.453
9,1,0,2,0,0,0.060,0,0,0.060
10,1,0,2,0,17,0.854,0,0,0.854
11,1,0,2,0,1,0.120,0,0,0.120
12,1,0,2,0,6,0.351,0,0,0.351
13,1,0,2,0,9,0.496,0,0,0.496
14,0,0,1,0,0,0.000,0,0,0.000
15,1,0,2,0,6,0.386,0,0,0.386
16,1,0,2,0,9,0.531,0,0,0.531
17,1,0,2,0,4,0.301,0,0,0.301
18,1,0,2,0,9,0.531,0,0,0.531
19,1,0,2,0,56,2.830,0,0,2.830
20,5,2,4,2,203,2.037,2,0,6.393
21,3,1,3,3,50,0.850,1,0,1.492
22,1,0,2,0,16,0.776,0,0,0.776
23,1,0,2,0,52,2.536,0,0,2.536
24,1,0,2,0,13,0.772,0,0,0.772
25,1,0,2,0,29,1.487,0,0,1.487
26,1,0,2,0,21,1.112,0,0,1.112
27,1,0,2,0,18,0.914,0,0,0.914
28,1,0,2,0,2,0.145,0,0,0.145
29,1,0,2,0,4,0.230,0,0,0.230
30,1,0,2,0,12,0.694,0,0,0.694
31,1,0,2,0,17,0.907,0,0,0.907
32,1,0,2,0,12,0.571,0,0,0.571
33,1,0,2,0,16,0.846,0,0,0.846
34,1,0,2,0,65,3.195,0,0,3.195
35,3,1,3,1,52,0.944,1,0,1.158
36,1,0,2,0,22,1.137,0,0,1.137
37,1,0,2,0,9,0.531,0,0,0.531
38,1,0,2,0,10,0.556,0,0,0.556
39,3,1,3,3,74,1.202,1,0,1.782
40,1,0,2,0,9,0.549,0,0,0.549
41,1,0,2,0,6,0.368,0,0,0.368
42,1,0,2,0,5,0.290,0,0,0.290
43,1,0,2,0,5,0.290,0,0,0.290
44,0,0,1,0,0,0.000,0,0,0.000
45,1,0,2,0,15,0.910,0,0,0.910
46,0,0,1,0,0,0.000,0,0,0.000
47,1,0,2,0,13,0.701,0,0,0.701
48,1,0,2,0,23,1.232,0,0,1.232
49,1,0,2,0,0,0.043,0,0,0.043
50,3,1,3,3,50,0.915,1,0,2.001
51,1,0,2,0,17,0.871,0,0,0.871
52,1,0,2,0,4,0.248,0,0,0.248
53,1,0,2,0,9,0.531,0,0,0.531
54,1,0,2,0,0,0.060,0,0,0.060
55,1,0,2,0,2,0.180,0,0,0.180
56,1,0,2,0,4,0.266,0,0,0.266
57,1,0,2,0,84,4.232,0,0,4.232
58,1,0,2,0,15,0.857,0,0,0.857
59,1,0,2,0,7,0.376,0,0,0.376
60,4,2,2,6,130,1.688,2,0,2.830
61,1,0,2,0,15,0.769,0,0,0.769
62,1,0,2,0,27,1.297,0,0,1.297
63,1,0,2,0,0,0.060,0,0,0.060
64,1,0,2,0,1,0.120,0,0,0.120
65,1,0,2,0,1,0.085,0,0,0.085
66,1,0,2,0,15,0.804,0,0,0.804
67,3,1,3,1,11,0.216,1,0,0.333
68,1,0,2,0,25,1.370,0,0,1.370
69,1,0,2,0,3,0.188,0,0,0.188
70,1,0,2,0,7,0.446,0,0,0.446
71,1,0,2,0,8,0.436,0,0,0.436
72,1,0,2,0,11,0.634,0,0,0.634
73,1,0,2,0,3,0.223,0,0,0.223
74,1,0,2,0,9,0.478,0,0,0.478
75,1,0,2,0,4,0.230,0,0,0.230
76,3,1,3,3,42,0.731,1,0,1.094
77,1,0,2,0,6,0.368,0,0,0.368
78,1,0,2,0,2,0.128,0,0,0.128
79,1,0,2,0,1,0.103,0,0,0.103
80,1,0,2,0,45,2.239,0,0,2.239
81,1,0,2,0,10,0.574,0,0,0.574
82,1,0,2,0,11,0.634,0,0,0.634
83,1,0,2,0,18,0.932,0,0,0.932
84,1,0,2,0,10,0.468,0,0,0.468
85,0,0,1,0,0,0.000,0,0,0.000
86,1,0,2,0,37,1.828,0,0,1.828
87,1,0,2,0,14,0.744,0,0,0.744
88,3,1,3,3,17,0.359,1,0,0.701
89,1,0,2,0,0,0.043,0,0,0.043
90,0,0,1,0,0,0.000,0,0,0.000
91,1,0,2,0,8,0.489,0,0,0.489
92,1,0,2,0,10,0.556,0,0,0.556
93,1,0,2,0,46,2.193,0,0,2.193
94,1,0,2,0,22,1.154,0,0,1.154
95,1,0,2,0,15,0.769,0,0,0.769
96,5,2,4,4,107,1.107,2,0,2.712
97,1,0,2,0,4,0.213,0,0,0.213
98,0,0,1,0,0,0.000,0,0,0.000
99,1,0,2,0,13,0.684,0,0,0.684
100,1,0,2,0,21,1.077,0,0,1.077
101,1,0,2,0,73,3.747,0,0,3.747
102,1,0,2,0,32,1.580,0,0,1.580
103,5,2,4,4,140,1.402,2,0,2.118
104,1,0,2,0,4,0.248,0,0,0.248
105,0,0,1,0,0,0.000,0,0,0.000
106,1,0,2,0,19,1.062,0,0,1.062
107,1,0,2,0,2,0.128,0,0,0.128
108,3,1,3,1,106,1.751,1,0,2.497
109,1,0,2,0,45,2.203,0,0,2.203
110,4,2,2,2,79,1.048,2,0,2.599
111,1,0,2,0,24,1.328,0,0,1.328
112,3,1,3,1,178,2.960,1,0,4.807
113,1,0,2,0,6,0.351,0,0,0.351
114,1,0,2,0,15,0.804,0,0,0.804
115,5,2,4,4,146,1.520,2,0,2.621
116,1,0,2,0,4,0.213,0,0,0.213
117,1,0,2,0,14,0.709,0,0,0.709
118,1,0,2,0,5,0.255,0,0,0.255
119,5,2,4,4,87,0.895,2,0,1.347
120,1,0,2,0,3,0.170,0,0,0.170
121,1,0,2,0,25,1.282,0,0,1.282
122,1,0,2,0,38,1.976,0,0,1.976
123,1,0,2,0,3,0.241,0,0,0.241
124,1,0,2,0,2,0.128,0,0,0.128
125,1,0,2,0,23,1.250,0,0,1.250
126,1,0,2,0,4,0.230,0,0,0.230
127,2,1,1,1,13,0.359,1,0,0.591
128,1,0,2,0,26,1.325,0,0,1.325
129,3,1,3,1,28,0.481,1,0,0.613
130,1,0,2,0,17,0.889,0,0,0.889
131,1,0,2,0,15,0.804,0,0,0.804
132,0,0,1,0,0,0.000,0,0,0.000
133,1,0,2,0,6,0.315,0,0,0.315
134,1,0,2,0,1,0.120,0,0,0.120
135,1,0,2,0,13,0.648,0,0,0.648
136,1,0,2,0,18,1.020,0,0,1.020
137,1,0,2,0,18,1.020,0,0,1.020
138,1,0,2,0,1,0.103,0,0,0.103
139,3,1,3,3,44,0.812,1,0,1.583
140,1,0,2,0,13,0.613,0,0,0.613
141,1,0,2,0,21,1.094,0,0,1.094
142,1,0,2,0,11,0.616,0,0,0.616
143,1,0,2,0,0,0.043,0,0,0.043
144,1,0,2,0,0,0.060,0,0,0.060
145,1,0,2,0,2,0.128,0,0,0.128
146,2,1,1,3,22,0.607,1,0,0.719
