 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,53,2.455,0,0,2.455
2,1,0,2,0,37,1.863,0,0,1.863
3,7,3,5,5,158,1.186,3,0,2.582
4,1,0,2,0,13,0.613,0,0,0.613
5,1,0,2,0,21,1.024,0,0,1.024
6,1,0,2,0,5,0.343,0,0,0.343
7,5,2,4,4,51,0.574,2,0,1.264
8,3,1,3,1,126,2.181,1,0,3.059
9,1,0,2,0,16,0.882,0,0,0.882
10,1,0,2,0,23,1.232,0,0,1.232
11,1,0,2,0,27,1.473,0,0,1.473
12,3,1,3,3,67,1.203,1,0,1.813
13,3,1,3,1,55,0.899,1,0,1.424
14,1,0,2,0,13,0.736,0,0,0.736
15,3,1,3,3,17,0.341,1,0,0.836
16,1,0,2,0,1,0.085,0,0,0.085
17,1,0,2,0,4,0.230,0,0,0.230
18,1,0,2,0,1,0.103,0,0,0.103
19,1,0,2,0,10,0.609,0,0,0.609
20,1,0,2,0,33,1.552,0,0,1.552
21,5,2,4,6,61,0.722,2,0,1.122
22,1,0,2,0,4,0.266,0,0,0.266
23,1,0,2,0,48,2.260,0,0,2.260
24,1,0,2,0,32,1.545,0,0,1.545
25,1,0,2,0,18,1.090,0,0,1.090
26,3,1,3,3,70,1.228,1,0,1.668
27,1,0,2,0,15,0.751,0,0,0.751
28,1,0,2,0,16,0.829,0,0,0.829
29,1,0,2,0,11,0.651,0,0,0.651
30,1,0,2,0,22,1.207,0,0,1.207
31,11,5,7,7,258,1.223,5,0,3.485
32,3,1,3,3,12,0.259,1,0,0.461
33,1,0,2,0,28,1.445,0,0,1.445
34,1,0,2,0,2,0.163,0,0,0.163
35,3,1,3,1,49,0.866,1,0,1.303
36,1,0,2,0,13,0.666,0,0,0.666
37,1,0,2,0,2,0.180,0,0,0.180
38,1,0,2,0,2,0.145,0,0,0.145
39,1,0,2,0,14,0.726,0,0,0.726
40,3,1,3,1,31,0.547,1,0,0.606
41,1,0,2,0,18,1.020,0,0,1.020
42,1,0,2,0,14,0.673,0,0,0.673
43,2,1,1,3,59,1.509,1,0,2.514
44,4,2,2,4,24,0.385,2,0,0.694
45,1,0,2,0,30,1.618,0,0,1.618
46,1,0,2,0,13,0.736,0,0,0.736
47,1,0,2,0,7,0.428,0,0,0.428
48,1,0,2,0,7,0.358,0,0,0.358
49,1,0,2,0,4,0.266,0,0,0.266
50,0,0,1,0,0,0.000,0,0,0.000
51,1,0,2,0,39,1.983,0,0,1.983
52,1,0,2,0,5,0.290,0,0,0.290
53,11,6,4,8,123,0.632,6,0,1.392
54,3,1,3,3,78,1.353,1,0,1.502
55,1,0,2,0,37,1.828,0,0,1.828
56,1,0,2,0,1,0.120,0,0,0.120
57,1,0,2,0,14,0.656,0,0,0.656
58,2,1,1,1,11,0.299,1,0,0.351
59,0,0,1,0,0,0.000,0,0,0.000
60,1,0,2,0,5,0.326,0,0,0.326
61,3,1,3,1,22,0.419,1,0,0.461
62,1,0,2,0,30,1.477,0,0,1.477
63,1,0,2,0,58,2.756,0,0,2.756
64,1,0,2,0,16,0.794,0,0,0.794
65,0,0,1,0,0,0.000,0,0,0.000
66,1,0,2,0,0,0.060,0,0,0.060
67,3,1,3,3,69,1.231,1,0,1.778
68,0,0,1,0,0,0.000,0,0,0.000
69,1,0,2,0,37,1.775,0,0,1.775
70,1,0,2,0,3,0.188,0,0,0.188
71,1,0,2,0,2,0.145,0,0,0.145
72,1,0,2,0,17,0.907,0,0,0.907
73,1,0,2,0,67,3.386,0,0,3.386
74,3,1,3,1,38,0.675,1,0,1.162
75,6,3,3,5,71,0.645,3,0,1.630
76,3,1,3,3,57,1.073,1,0,1.986
77,1,0,2,0,2,0.163,0,0,0.163
78,1,0,2,0,24,1.240,0,0,1.240
79,1,0,2,0,14,0.709,0,0,0.709
80,1,0,2,0,7,0.446,0,0,0.446
81,4,2,2,4,36,0.526,2,0,1.162
82,3,1,3,1,74,1.262,1,0,2.592
83,1,0,2,0,6,0.333,0,0,0.333
84,1,0,2,0,28,1.480,0,0,1.480
85,3,1,3,1,43,0.799,1,0,1.558
86,1,0,2,0,22,1.119,0,0,1.119
87,1,0,2,0,16,0.846,0,0,0.846
88,1,0,2,0,14,0.673,0,0,0.673
89,1,0,2,0,14,0.691,0,0,0.691
90,1,0,2,0,19,0.921,0,0,0.921
91,1,0,2,0,0,0.060,0,0,0.060
92,3,1,3,3,77,1.427,1,0,1.781
93,1,0,2,0,61,3.060,0,0,3.060
94,1,0,2,0,14,0.814,0,0,0.814
95,1,0,2,0,38,1.923,0,0,1.923
96,1,0,2,0,3,0.170,0,0,0.170
97,1,0,2,0,36,1.909,0,0,1.909
98,1,0,2,0,9,0.443,0,0,0.443
99,9,4,6,6,173,1.018,4,0,2.104
100,1,0,2,0,5,0.308,0,0,0.308
101,1,0,2,0,1,0.103,0,0,0.103
102,1,0,2,0,11,0.581,0,0,0.581
103,1,0,2,0,16,0.864,0,0,0.864
104,1,0,2,0,0,0.043,0,0,0.043
105,1,0,2,0,47,2.394,0,0,2.394
106,1,0,2,0,10,0.521,0,0,0.521
107,3,1,3,1,34,0.601,1,0,1.342
108,6,2,5,3,118,1.021,1,1,3.779
109,7,3,5,3,107,0.783,3,0,2.441
110,1,0,2,0,21,1.041,0,0,1.041
111,1,0,2,0,18,0.932,0,0,0.932
112,1,0,2,0,10,0.521,0,0,0.521
113,1,0,2,0,6,0.386,0,0,0.386
114,2,1,1,1,32,0.869,1,0,1.268
115,1,0,2,0,6,0.368,0,0,0.368
116,1,0,2,0,6,0.333,0,0,0.333
117,1,0,2,0,15,0.839,0,0,0.839
118,7,3,5,5,84,0.653,3,0,1.668
119,1,0,2,0,4,0.230,0,0,0.230
120,1,0,2,0,28,1.498,0,0,1.498
121,1,0,2,0,27,1.402,0,0,1.402
122,1,0,2,0,0,0.043,0,0,0.043
123,1,0,2,0,18,1.002,0,0,1.002
124,1,0,2,0,1,0.120,0,0,0.120
125,0,0,1,0,0,0.000,0,0,0.000
126,1,0,2,0,7,0.411,0,0,0.411
